name,price,Original_price,star,reviews,sold,stock,seller,seller_link,seller_from,category,brand,description,URL
25 x 21 cm Generic Evil Geniuses Gaming Mousepad,₱40,₱50,4.8,12,29,Quantity1 piece available,edcsr08,https://ph.xiapibuy.com/edcsr08,"Barangay 14, Caloocan City, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesMouse Pads,,"Speed surface for faster mouse movements
Soft and flexible for easy storage
Professional edge seamed makes the mouse pad more durable
Backed with a Neoprene Rubber Non-Slip Backing, Keeps the Mouse pad from Sliding
Will not discolor or fade",https://ph.xiapibuy.com//25-x-21-cm-Generic-Evil-Geniuses-Gaming-Mousepad-i.39593.39863593
✟Suitable for small genius children''s tablet K1 K2 protection dedicated 10 inch inner bile bag han,"₱527 - ₱1,104",,,,0,Quantity35000 piece available,zzsrlfz9.ph,https://ph.xiapibuy.com/zzsrlfz9.ph,35000,"CategoryShopeeLaptops & ComputersComputer AccessoriesLaptop Bags, Cases and Skins",No Brand,"??? Welcome  products ???   
   
   
 ?The goods in the store are basically in stock, you can buy with confidence!?   
?No question about delivery problems merchandise will be issued within 48 hours?   
   
☛Please consult the size of the product before placing the order.   
☛Arrange the order within 8 hours after the order is placed, the order display * logistics order number * represents the mail has been sent   
☛Logistics can't be updated instantly when you arrive at the transfer station in about 2-3 days   
☛It takes about 6-8 days from the time of placing the order to the time of delivery.   
☛Customer service consultation is large, please be patient, thank you for your understanding!   
Variation：
Little Genius Pack
Little Genius Pac
Little Genius Stand
Little Genius Pack3
Little Genius Pack4
Little Genius Pack5
Little Genius Pack6
Size：
10 inch",https://ph.xiapibuy.com//✟Suitable-for-small-genius-children''s-tablet-K1-K2-protection-dedicated-10-inch-inner-bile-bag-han-i.154429926.4514523256
PreferredLatest Eva Hard Case Protector For Noco Genius G750/ .75 Amp 6V / 12V Ultrasafe Lithium Starter Port,₱421,,,,1,Quantity325 piece available,putupty.ph,https://ph.xiapibuy.com/putupty.ph,325,"CategoryShopeeLaptops & ComputersComputer AccessoriesLaptop Bags, Cases and Skins",,"Function: Anti-knock,Heavy Duty Protection,Dirt-resistant,Waterproof
Features: Mesh Pocket for Wall Charger
Weight: 220g
Compatible: for NOCO Genius G750 & Charger Bag
Feature: Portable Fashion Light and Great Protective Case
The Caseling Travel CASE bag for NOCO Genius G750 6V/12V 750mA UltraSafe Lithium Jump Starter is made of premium Hard EVA to provide durability and a long-lasting performance.
PERFECT FIT: We've specifically designed the Caseling Case to for NOCO Genius G750 6V/12V 750mA UltraSafe Lithium Jump Starter. so you can safely transport it anywhere.
100% SAFE: The Case is semi-waterproof, shockproof, Stylish and Durable. Guaranteed to prevent any damage to your Starter.
HANDLE: Our case features a very comfortable rubberized handle that allows for easy and convenient portability on
Weight: 220g
colour:black
Material:EVA+nylon
size:24 * 17.5 * 12cm
Package Contents:
1* storage bagOnly the above package content, other products are not included.
Note: Light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3cm.",https://ph.xiapibuy.com//Latest-Eva-Hard-Case-Protector-For-Noco-Genius-G750-.75-Amp-6V-12V-Ultrasafe-Lithium-Starter-Port-i.129873129.2137538247
Genius SP-U115 Speakers,,,,,0,Quantity0 piece available,cccmain,https://ph.xiapibuy.com/cccmain,"Karuhatan, Valenzuela City, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesSpeakers,Genius,"Genius SP-U115 Speakers 

Description

Don't be limited by a power adapter. Genius releases cute mini speakers, SP-U115, whose power is supplied through a USB port from a desktop/notebook. They use 50mm speaker drivers for loud and clear sound performance for a total of 1.5 watts RMS. Four glossy front covers to choose from: shiny black, sapphire blue, ruby red or grass white. It has a convenient knob on the side to adjust the volume. Just insert the USB plug to a PC/notebook for power and the 3.5mm audio plug into music playback device, such as a PC, notebook, MP3 or CD player and enjoy music with the SP-U115



",https://ph.xiapibuy.com//Genius-SP-U115-Speakers-i.20959443.1996659630
Genius Netscroll 100x USB Optical Mouse,₱255,,,,0,Quantity1 piece available,cccmain,https://ph.xiapibuy.com/cccmain,"Karuhatan, Valenzuela City, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesMouse,Genius,"Genius Netscroll 100x USB Optical Mouse
NetScroll 100X Plug and Play USB mouse
Comfortably designed for either hand
1200 dpi optical engine
Operating System: Windows 10/8/7/Vista/XP/2000/OS X 10.2.8, Macintosh with OS X10.2.8 or higher",https://ph.xiapibuy.com//Genius-Netscroll-100x-USB-Optical-Mouse-i.20959443.1942468901
PreferredGenius NX-7015 Wireless Mouse (Metallic Chocolate),₱388,₱630,4.9,105,220,Quantity13 piece available,playbookstore,https://ph.xiapibuy.com/playbookstore,"Barangay 157, Pasay City, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesMouse,Genius,"ORIGINAL AND BRAND NEW!

SYSTEM REQUIREMENTS
• Windows 7, 8, 8.1, 10
• Mac OS X 10.8 or later
• USB Port

SPECIFICATIONS
• RF Frequency: 2.4 GHz
• Number of buttons: 3 (left, right, middle button with scroll)
• Resolution (DPI): 800 / 1200 / 1600
• Sensor engine: BlueEye
• Color: chocolate
• Weight: 57 g (includes receiver)
• Dimensions (W x H x D): 58 x 100 x 38.5 mm (2.28 x 3.94 x 1.52 inches)
------------------------------------------------------------------------------------------------------------------------------------------------------------------
WARRANTY: 
• 1 Year Local Supplier Warranty
• All shipping fees shall be shouldered by the buyer. 
• Kindly send us a message on how to claim the warranty.

IMPORTANT:
Please limit your cart to 4 pcs. of Genius NX-7015 Wireless Mouse  per checkout. The courier has a limit on the dimension of the item to support Shopee's Delivery Promo. Any order that exceeds the limit of the courier will be canceled. Shipping Fees may apply for selected locations. Check the Shopee Help section for more info.

#theplaybookstore #playbook #genius #NX7015 #wireless #bluetooth #mouse #metallic #chocolate #brandnew #original #legit #legitseller",https://ph.xiapibuy.com//Genius-NX-7015-Wireless-Mouse-(Metallic-Chocolate)-i.25952313.313573833
PreferredGenius NX-7015 Wireless Mouse (Metallic Rosy Brown),₱395,₱780,4.9,64,115,Quantity49 piece available,playbookstore,https://ph.xiapibuy.com/playbookstore,"Barangay 157, Pasay City, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesMouse,Genius,"ORIGINAL AND BRAND NEW!

SYSTEM REQUIREMENTS
• Windows 7, 8, 8.1, 10
• Mac OS X 10.8 or later
• USB Port

SPECIFICATIONS: 
• RF Frequency: 2.4 GHz
• Number of buttons: 3 (left, right, middle button with scroll)
• Resolution (DPI): 800 / 1200 / 1600
• Sensor engine: BlueEye
• Color: chocolate
• Weight: 57 g (includes receiver)
• Dimensions (W x H x D): 58 x 100 x 38.5 mm (2.28 x 3.94 x 1.52 inches)

PACKAGE CONTENTS
• NX-7015
• USB Pico receiver
• AA alkaline battery
• Multi-language user manual
------------------------------------------------------------------------------------------------------------------------------------------------------------------
WARRANTY: 
• 1 Year Local Supplier Warranty
• All shipping fees shall be shouldered by the buyer. 
• Kindly send us a message on how to claim the warranty.

IMPORTANT:
Please limit your cart to 4 pcs. of Genius NX-7015 Wireless Mouse per checkout. Do not include any other items from the same seller in the same cart. The courier has a limit on the dimension of the item to support Shopee's Delivery Promo. Any order that exceeds the limit of the courier will be canceled. Shipping Fees may apply for selected locations. Check the Shopee Help section for more info.

#theplaybookstore #playbook #genius #wireless #mouse #original #brandnew #legit #legitseller",https://ph.xiapibuy.com//Genius-NX-7015-Wireless-Mouse-(Metallic-Rosy-Brown)-i.25952313.378937548
Genius SP-U115 Colorful Usb Powered Stereo Speakers,₱330,,5.0,1,1,Quantity9 piece available,cebosco86,https://ph.xiapibuy.com/cebosco86,"Guadalupe, Cebu City, Visayas, Cebu",CategoryShopeeLaptops & ComputersComputer AccessoriesSpeakers,Genius,"SP-U115
Easy setup and control
Set up is so easy! 
Just connect the SP-U115 to your device with the 3.5mm audio plug and you are ready to go. Furthermore, the volume knob on the side is easy to adjust at anytime.

Rich and clear sound
The 50mm driver unit and full 3-watt output delivers you clear, strong stereo sound performance",https://ph.xiapibuy.com//Genius-SP-U115-Colorful-Usb-Powered-Stereo-Speakers-i.98271967.2402433660
Genius SP-U115 USB Powered Speaker,₱450,₱599,,,0,Quantity6 piece available,random_94,https://ph.xiapibuy.com/random_94,"Barangay 287, Binondo, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesSpeakers,Genius,"Total RMS output: 1.5 watts
Total peak power: 3 watts
Power supplied by USB port from desktop/notebook
Selected 50x50 mm speakers for clear sound
Glossy front panel
Volume control
Works great with any computer system using a standard 3.5mm audio plug
Compatible with Win7, Vista, XP, Mac 10.0 or above",https://ph.xiapibuy.com//Genius-SP-U115-USB-Powered-Speaker-i.16176125.560724350
Evil Geniuses Extended Gaming Mouse Pad,₱290,,,,0,Quantity5 piece available,jjgrace.shop,https://ph.xiapibuy.com/jjgrace.shop,"Barangay 275, San Nicolas, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesMouse Pads,No Brand,"Material: rubber + cloth
Size: 800X300mm
ordinary gaming mouse pad
natural rubber bottom,
bottom lines superior adhesion
non-slip
safe non-toxic
Catcher design 
 #800-300 ",https://ph.xiapibuy.com//Evil-Geniuses-Extended-Gaming-Mouse-Pad-i.132142718.2341344999
Genius DX-125 USB MOUSE,₱600,,,,0,Quantity15 piece available,random_94,https://ph.xiapibuy.com/random_94,"Barangay 287, Binondo, Metro Manila, Metro Manila",CategoryShopeeLaptops & ComputersComputer AccessoriesMouse,,"Genius DX-125 USB MOUSE

Rm 311 Padilla de los  Reyes Bldg. 232 Juan Luna St. Binondo Manila
Tel. 241 6868",https://ph.xiapibuy.com//Genius-DX-125-USB-MOUSE-i.16176125.339794144
