,name,price,Original_price,star,reviews,sold,stock,seller,seller_link,seller_from,category,brand,description,link
53,MOUSE GENIUS DX-125,53.000,,,,0,Kuantitastersisa 20 buah,prayit_2010.,https://id.xiapibuy.com/prayit_2010.,"KOTA KEDIRI - KEDIRI KOTA, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & KeyboardsMouse Pad,,"MOUSE GENIUS DX-125
#original",https://id.xiapibuy.com//MOUSE-GENIUS-DX-125-i.5087369.4432261733
54,KEYBOARD GENIUS USB MUARAh,100.000,,,,0,Kuantitastersisa 10 buah,sabelkomputer,https://id.xiapibuy.com/sabelkomputer,"KOTA BANDUNG - KIARACONDONG, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"KEYBOARD GENIUS KB-110
Keyboard Genius KB-110
-Input USB
-Water resistant
-Huruf keyboard awet
-Comfortable
-Tahan Pemakaian Jangka panjang
-High Respon Quality

Mouse genius
Specifications:
Dimension(W x H x D):105 x 65 x 36mm
Body weight:90g
Box:95 x 40 x 155mm

OS Support: Windows 7/Vista/XP or Mac OS X 10.4+
Port: USB cable
Resolution(dpi): 1200 dpi
Cordless: No
Buttons: Three buttons (left, middle button with scroll wheel, right)
Optical Sensor: YES",https://id.xiapibuy.com//KEYBOARD-GENIUS-USB-MUARAh-i.98760478.4325562572
55,Mouse Wireless Genius Nx-7000,103.620,157.000,,,0,Kuantitastersisa 10 buah,cyrillaqq,https://id.xiapibuy.com/cyrillaqq,"KAB. SLEMAN - KALASAN, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Wireless Mouse Optical GENIUS NX-7000 ini di design benar-benar mengikuti
fashion trend sekarang dibalut dengan warna-warna yg cerah yg semakin membuat
mouse wireless GENIUS ini makin memanjakan mata anda, tentu bukan hanya
warna-warna cerah saja yg di tonjolkan, akan tetapi mouse ini mempunyai tingkat
akurasi cursor nya sangat tinggi sehingga pas anda menggunakan mouse GENIUS
NX-7000 ini sangat smooth gerakan-gerakan cursor nya. dan satu lagi di alas
Mouse GENIUS ini di sediakan slot kosong untuk menaruh Nano Receiver, jadi anda
tidak takut kehilangan Nano Receiver GENIUS ini

Speksifikasi :

* Material ABS material
* Reliable 2.4G wireless connection up to 10 meters.
* 9 Months Battery Life(With Rapoo's latest energy saving technology and power
switch, you can use your mouse without power interruption for up to 9 months.)
* Connection Type USB 2.0
* 10 meter wireless transmission
* Tracking Method Optical
* Resolution 1000 dpi DPI high-definition invisible tracking engine.
* Supports System Windows XP / Vista / Windows 7 / Windows 8 / Mac OS X 10.4 or
higher
* Warna : Putih,Hitam,Merah,Hijau,Biru",https://id.xiapibuy.com//Mouse-Wireless-Genius-Nx-7000-i.1659991.4322090358
56,Gaming mouse genius m6 600,185.000,,,,0,Kuantitastersisa 1 buah,canpusmedia,https://id.xiapibuy.com/canpusmedia,"KAB. PONOROGO - SIMAN, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"New sisa 1

Number of buttons	6
Resolution (DPI)	800 - 5000
Sensor engine	Optical
Colors	Black
Black / Orange side keys
Frame rate	6500 fps
Acceleration	30 Gs
Velocity	130 IPS
Weight	152 g
Dimensions (W x H x D)	66 x 123 x 39 mm

What's included

M6-600 gaming mouse
Multi-language quick guide
Scorping soft speed gaming mouse pad
",https://id.xiapibuy.com//Gaming-mouse-genius-m6-600-i.6439305.4306618552
57,Mouse USB  Genius 120/MOUSE KABEL GENIUS 120/MOUSE WIRED GENIUS 120 (KODE Q34),78.000,,,,0,Kuantitastersisa 95 buah,blicksstore,https://id.xiapibuy.com/blicksstore,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"
2.Pengiriman setelah melakukan transaksi, jika order di atas jam 18:00 maka barang di kirim besok harinya .
3.resi akan di masukin dengan hari yang sama setelah barang dikirim, jadi mohon bagi pembeli untuk sabar menerima resi dari kami 🙏
4.sebelum pesanan di kirim sudah kami cek/periksa kembali 
5.jika sudah baca berati anda sudah meyetui 

Mouse Genius Net Scroll 120 ( Warna hitam ) 

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

YUK Buruan di order 
Terimakasih telah belanja di Gosend Acc




NB :
1. Penting untuk memahami untuk pembeli memahami dang mengerti JUDUL dan DESKRIPSI produk terlebih dahulu sebelum klik beli.
2. Bila ada yang kurang di mengerti pembeli bisa hubungi CS kami
3. Untuk kurir di toko kami kahanya memakai JNE saja. 
4. Untuk pengiriman menggunakan jasa kirim selain JNE, semisal ingin memakai gosend, go jek dll. pembeli bisa tanyakan ke CS kami, kami akan siap membatu yang terbaik untuk pengiriman barang pesanan pembeli sesuai keinginan pembeli.
5. Barang sebelum dikirim sudah kami pastikan barang baru,berfungsi sesuai kegunaan dan tidak ada cacat apapun.
6. Apabila ada kerusakan barang akibat pengiriman itu bukan tanggung jawab kami karena bila barang sudah ada di pengiriman kami sudah tidak bisa memantau lagi. tetapi kami akan mengusahakan pengiriman aman sampai di tangan pembeli.
7. Setelah KLIK BELI kami anggap pembeli sudah memahami dan mengerti apa yang sudah kami jelaskan di atas, KLIK BELI = SETUJU, NO COMPLAIN NO RETUR

~~~~~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~~~~~
   ~~~~~~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~~~~",https://id.xiapibuy.com//Mouse-USB-Genius-120-MOUSE-KABEL-GENIUS-120-MOUSE-WIRED-GENIUS-120-(KODE-Q34)-i.187254900.4231526687
58,Mouse Genius DX-110 (KODE Z489),186.000,,,,0,Kuantitastersisa 3 buah,leaugshop,https://id.xiapibuy.com/leaugshop,"KOTA JAKARTA UTARA - PENJARINGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse Genius DX-110 dengan kabel usb kualitas terbaik, cocok u/ pemakaian umum perkantoran, sekolah, maupun usaha. 



NB :
1. Penting untuk memahami untuk pembeli memahami dang mengerti JUDUL dan DESKRIPSI produk terlebih dahulu sebelum klik beli.
2. Bila ada yang kurang di mengerti pembeli bisa hubungi CS kami
3. Untuk kurir di toko kami kahanya memakai JNE saja. 
4. Untuk pengiriman menggunakan jasa kirim selain JNE, semisal ingin memakai gosend, go jek dll. pembeli bisa tanyakan ke CS kami, kami akan siap membatu yang terbaik untuk pengiriman barang pesanan pembeli sesuai keinginan pembeli.
5. Barang sebelum dikirim sudah kami pastikan barang baru,berfungsi sesuai kegunaan dan tidak ada cacat apapun.
6. Apabila ada kerusakan barang akibat pengiriman itu bukan tanggung jawab kami karena bila barang sudah ada di pengiriman kami sudah tidak bisa memantau lagi. tetapi kami akan mengusahakan pengiriman aman sampai di tangan pembeli.
7. Setelah KLIK BELI kami anggap pembeli sudah memahami dan mengerti apa yang sudah kami jelaskan di atas, KLIK BELI = SETUJU, NO COMPLAIN NO RETUR

~~~~~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~~~~~
   ~~~~~~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~~~~",https://id.xiapibuy.com//Mouse-Genius-DX-110-(KODE-Z489)-i.187695321.4224954508
59,DBA Mouse Genius USB NetScroll 120 Optical ➝ ✲✍,62.000,,,,0,Kuantitastersisa 175 buah,adarijamurah,https://id.xiapibuy.com/adarijamurah,"KOTA JAKARTA SELATAN - MAMPANG PRAPATAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★★
D Mouse Genius Usb Netscroll 120 Optical 
Spesifikasi:

- Barang Baru 100%
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan
Untuk pemesanan jika ada pilihan variasi dimohon untuk memilih variasi  dan opsi jika warna kosong atau (Hubungi CS). Terima Kasih
",https://id.xiapibuy.com//DBA-Mouse-Genius-USB-NetScroll-120-Optical-➝-✲✍-i.169538920.4217736729
60,Star SellerKeyboard Genius KB- 100 / Genius keyboard KB 100 ORIGINAL PRODUK,90.000,,,,0,Kuantitastersisa 99 buah,arumkunyus,https://id.xiapibuy.com/arumkunyus,"KOTA SURAKARTA (SOLO) - BANJARSARI, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Selamat datang di toko kami BARCOM COMPUTER & CCTV jadikan toko ini sebagai toko favorit kamu, agar tetap mengetahui update harga dan produk terbaru dari kami  :)

MEMPERKENALKAN

Keyboard Genius KB- 100 / Genius keyboard KB 100 ORIGINAL 
keyboard murah & canggih Genius KB- 100

SPESIFIKASI:
* Pengaturan Tombol Fungsi yang Dapat Disesuaikan
* Personalisasi Favorit Anda
* Saturasi dan penaataan tombol premium
* Produk yang Berkualitas tinggi
* Lakukan Tugas Rutin Anda Dengan Satu Klik
* Cepat (Meningkatkan efisiensi setidaknya 50%)
* Ini Cerdas (Ubah hal-hal Kompleks menjadi satu langkah sederhana)
* Memiliki LEBIH Banyak tombol-tombol Multifungsi daripada yang Anda lihat (12 Fungsi Tombol dapat Disesuaikan Khusus untuk setiap Aplikasi)

-Genius KB-100
Keyboard Genius ini kenapa di bilang Smart keyboard karena keyboard ini dilengkapi 1 Tombol Smart Genius (Logo Genius) yang bisa membantu kalian untuk menghemat/mengakses suatu Applikasi, Favorit Internet channel, webiste secara cepat, Dll. 
Dan asik nya lagi kalian bisa setting sesuka kalian karena dilengkapi dengan 12 function akses yg bisa kalian Custom Sendiri, Karena kami Tahu Waktu adalah uang maka dengan bantuan akses tombol secara cepat ini mebantu menghemat waktu kalian Genius KB-100

-Aplikasi SmartGenius Diperlukan untuk keyboard pintar berfungsi dengan baik
Keyboard Cerdas Genius yang canggih ini, yang lebih cocok dengan Aplikasi SnartGenius, telah meningkatkan makna nyaman dan mudah digunakan ke level baru. Ini menjembatani Anda dan tempat web Anda yang paling sering dikunjungi, saluran internet favorit di negara Anda atau meluncurkan aplikasi dengan satu klik. Waktu adalah uang - Genius Smart Keyboard menyelamatkan Anda dari mengetik banyak tombol dan gerakan mouse yang sama untuk tiba di tempat-tempat yang sering Anda kunjung...


Untuk Produk Lebih lengkap silahkan kunjungi Toko Kami
BARCOM COMPUTER & CCTV
Alamat: Jl. Sumpah Pemuda, NO. 16, Kadipiro, Banjarsari, Surakarta ( whatsaap/Telp : 085713666616 )

#keyboard #genius #keyboardgenius #keyboardcanggih #keyboardberkualitas #keyboardmuarah #keyboardRGB #keyboardUSB #Keyboardkabel #keyboardwirelles
",https://id.xiapibuy.com//Keyboard-Genius-KB-100-Genius-keyboard-KB-100-ORIGINAL-PRODUK-i.35823995.4214498407
61,Mouse Genius dx 110,49.000,,,,0,Kuantitastersisa 780 buah,jayaaccessories19,https://id.xiapibuy.com/jayaaccessories19,"KOTA SURABAYA - SUKOLILO, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,Mouse Genius dx-110 usb original,https://id.xiapibuy.com//Mouse-Genius-dx-110-i.203522192.4132440075
62,CM Mouse Genius USB NetScroll 120 Optical ➝ ✸✡,92.000,,,,0,Kuantitastersisa 138 buah,swapuremalls,https://id.xiapibuy.com/swapuremalls,"KOTA JAKARTA UTARA - KOJA, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★★
 Mouse Genius Usb Netscroll 120 Optical 
Spesifikasi:

- Barang Baru 100%
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan
Untuk pemesanan jika ada opsi warna dimohon untuk memberikan keterangan warna dan opsi jika warna kosong atau (Hubungi CS). Terima Kasih
",https://id.xiapibuy.com//CM-Mouse-Genius-USB-NetScroll-120-Optical-➝-✸✡-i.127666912.4117813823
63,VD Mouse Genius USB NetScroll 120 Optical ☋ ✴♠,72.000,,,,0,Kuantitastersisa 117 buah,shaktstore,https://id.xiapibuy.com/shaktstore,"KOTA JAKARTA BARAT - KEBON JERUK, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★★
 Mouse Genius Usb Netscroll 120 Optical 
Spesifikasi:

- Barang Baru 100%
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan
ALL ITEM REAL PICTURE 100 % DIJAMIN !!!!
",https://id.xiapibuy.com//VD-Mouse-Genius-USB-NetScroll-120-Optical-☋-✴♠-i.185158411.4117584832
64,Star SellerMouse Genius Netscroll 120 PS2 Optical Wired Mouse,50.000,,,,0,Kuantitastersisa 5 buah,almazkomputer,https://id.xiapibuy.com/almazkomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse Genius Netscroll 120 PS2 Optical Wired Mouse

Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 800dpi dengan akurasi yang tinggi. Hadir dengan desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda serta dilengkapi Auto NetScroll dan Zooming yang memudahkan untuk bernavigasi di web browser dan office dokumen untuk memudahkan komputasi harian Anda.

Features:
- Enhanced Precision Mouse
- Optical Movement Detection Technology
- 800 DPI Movement Resolution
- Eliminates Moving Parts and Dust Accumulation
- Comfortable Fit for Either Hand and for Long-Term Use
- Serial PS/2 Interface Connections

Specifications:
- Interface to PC: PS/2 Connection
- Optik Resolution: 800DPI Optical Engine
- Cabling Type: PS/2 mini-DIN (Conventional)
- Hotkeys Function: Left Click, Right Click, Middle Button
- O/S Supported: Windows 7/Vista/XP/2003/XP/Me/2000/98SE
- Dimension: 62.3(W) x 37.7(H) x 116(D) mm
- Cable Length : Approx. 155 cm

MS GEN.2

* Mohon untuk selalu tanyakan stok terlebih dahulu sebelum membeli untuk mengindari pembatalan pesanan
* Untuk Produk yang memiliki pilihan warna, mohon sertakan pilihan warna utama dan cadangannya. Apabila kedua warna tersebut tidak ada di stok kami, maka akan kami kirim warna secara random
* Untuk keamanan barang diharapkan menambahkan tambahan packing seperti packing kayu, kardus, ataupun bubble wrap. Jika tidak, akan kami packing seadanya. Apabila ada kerusakan dalam pengiriman, sudah bukan tanggung jawab kami.",https://id.xiapibuy.com//Mouse-Genius-Netscroll-120-PS2-Optical-Wired-Mouse-i.215880186.4116332111
65,Keyboard  merk Genius,55.000,,,,0,Kuantitastersisa 1 buah,seskomputer,https://id.xiapibuy.com/seskomputer,"KAB. BEKASI - BABELAN, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,Keyboard  merk Genius Second Mulus,https://id.xiapibuy.com//Keyboard-merk-Genius-i.130565101.4113729144
66,Keyboard Genius KB 100,90.000,,,,0,Kuantitastersisa 10 buah,cepi.caplin84,https://id.xiapibuy.com/cepi.caplin84,"KAB. BANDUNG - MAJALAYA, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"	
Keyboard USB Genius KB 100

Happy Shopping",https://id.xiapibuy.com//Keyboard-Genius-KB-100-i.46908574.4107768260
67,ЦχStar Seller Keyboard Genius USB т,174.000,,,,0,Kuantitastersisa 67 buah,mayasaarimall,https://id.xiapibuy.com/mayasaarimall,"KOTA JAKARTA SELATAN - TEBET, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Sebelum Melakukan pemesanan, Mohon untuk baca dulu ya, karena kami tidak berharap untuk mengecewakan pelanggan kami. Selama barang masih ada postingannya berarti stock produk tersebut ready, jadi bisa di order lansung. Untuk pemesanan jika ada pilihan opsi warna dimohon untuk mencantumkan keterangan warna dan opsi jika warna kosong atau (Hubungi CS). Terima Kasih

Keyboard Genius USB 
Keyboard Pc Genius USB 
Keyboard Komputer Genius USB 

Garansi 1bulan

MOHON DI PERHATIKAN (MEMBELI = SETUJU)		
1. Pesanan sudah kami QC baik jumlah maupun kualitas, (kasih note pilihan warna alternatif, jikalau kosong kami akan memberitahukan melalui fitur chat dan kami tunggu respon 1X24 jam, tidak ada respon chat maka warna akan kami ganti dengan warna yg mirip/ random)	
2. Kerusakan/kehilangan paket dlm pengiriman diluar tanggung jawab kami (bisa klaim langsung ke pihak kurir yg di pilih)	
3. Di tunggu order berikutnya ajakin temen dan keluarga ya!
4. Terima kasih.

~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~
   ~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~

",https://id.xiapibuy.com//ЦχStar-Seller-Keyboard-Genius-USB-т-i.120343799.4033514876
68,Mouse wireless plus batre,45.000,,,,0,Kuantitastersisa 100 buah,kobencomputer,https://id.xiapibuy.com/kobencomputer,"KOTA JAKARTA UTARA - KELAPA GADING, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,Mouse wireles merk genius nx 7010 plus batre 4pcs,https://id.xiapibuy.com//Mouse-wireless-plus-batre-i.39203671.4032565356
69,_ BGK Mouse USB  Genius 120/MOUSE KABEL GENIUS 120/MOUSE WIRED GENIUS 120 ✣,96.000,,,,0,Kuantitastersisa 120 buah,reyhan.mall,https://id.xiapibuy.com/reyhan.mall,"KOTA JAKARTA TIMUR - DUREN SAWIT, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★
Y Mouse Usb  Genius 120/Mouse Kabel Genius 120/Mouse Wired Genius 120 Jangan lupa selalu membaca Deskripsi penjual sebelum belanja di toko Gosend Acc

1.jam kerja operasional 08:00-18:00
2.Pengiriman setelah melakukan transaksi, jika order di atas jam 18:00 maka barang di kirim besok harinya .
5.jika sudah baca berati anda sudah meyetui 


Spesifikasi:

- Barang Baru 100%
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

YUK Buruan di order 
Terimakasih telah belanja di Gosend Acc

NB : Mohon untuk konfirmasi pemesanan atau memberikan ulasan apabila barang sudah diterima pembeli. Terima kasih.
",https://id.xiapibuy.com//_-BGK-Mouse-USB-Genius-120-MOUSE-KABEL-GENIUS-120-MOUSE-WIRED-GENIUS-120-✣-i.144200100.4020676194
70,Z7A Mouse Genius DX 110 USB Original ➼ ⁂,144.000 - 147.000,,,,0,Kuantitastersisa 267 buah,maidatstore,https://id.xiapibuy.com/maidatstore,"KOTA JAKARTA BARAT - CENGKARENG, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★★
 Mouse Genius Dx 110 Usb Original A new identity with a smooth touch of metallic design for a visual experience.

High performance and with precision of up to 1000 DPI
Sensor engine Optical
SmartGenius App to customize your device for best performance
Plug-n-play with USB port
Works with Windows 10 & Mac

Description
Additional information
Reviews (0)

Resolution (DPI) 1000
Number of buttons 3 (left, right, middle button with scroll)
Color Available: Calm black, Elegant white, Ocean blue, Passion red, Spring green
Weight 85g
Dimensions (WxHxD) 105 x 37x 60 mm
Barang Kami READY STOCK langsung order ya...
",https://id.xiapibuy.com//Z7A-Mouse-Genius-DX-110-USB-Original-➼-⁂-i.155935268.4020356996
71,cbg-007 Genius nx7015 nx-7015 mouse wireless !.,185.000 - 190.000,,,,0,Kuantitastersisa 2 buah,zgastisutrendy,https://id.xiapibuy.com/zgastisutrendy,"KOTA JAKARTA SELATAN - PASAR MINGGU, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Sebelum Melakukan pemesanan, Mohon untuk baca dulu ya, karena kami tidak berharap untuk mengecewakan pelanggan kami. Selama produk masih ada postingannya berarti stock produk tersebut ready, jadi bisa di order lansung. Untuk pemesanan jika ada pilihan opsi warna dimohon untuk mencantumkan keterangan warna dan opsi jika warna kosong atau (Hubungi CS). Terima Kasih

Ready warna chocolate dan brown

   

NB : Mohon untuk mengkonfirmasi atau mengirimakan feedback apabila barang sudah di terima. Terima kasih!


MOHON DI PERHATIKAN (MEMBELI = SETUJU)			
1. Pesanan sudah kami QC baik jumlah maupun kualitas, (kasih note pilihan warna alternatif, jikalau kosong kami akan memberitahukan melalui fitur chat dan kami tunggu respon 1X24 jam, tidak ada respon chat maka warna akan kami ganti dengan warna yg mirip/ random)	
2. Kerusakan/kehilangan paket dlm pengiriman diluar tanggung jawab kami (bisa klaim langsung ke pihak kurir yg di pilih)	
3. Di tunggu order berikutnya ajakin temen dan keluarga ya!
4. Terima kasih.

~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~
   ~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~

#geniusmouse",https://id.xiapibuy.com//cbg-007-Genius-nx7015-nx-7015-mouse-wireless-!.-i.188848129.4015317442
72,GENIUS NX-7000/NX7000 Wireless Optical Mouse ORIGINAL & GARANSI RESMI,160.000,,,,0,Kuantitastersisa 10 buah,master.shopid,https://id.xiapibuy.com/master.shopid,"KOTA BANJARMASIN - BANJARMASIN UTARA, KALIMANTAN SELATAN, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Speksifikasi :
* Warna : Merah,Hijau
* Material ABS material
* Reliable 2.4G wireless connection up to 10 meters.
* 9 Months Battery Life(With Rapoo's latest energy saving technology and power switch, you can use your mouse without power interruption for up to 9 months.)
* Connection Type USB 2.0
* 10 meter wireless transmission
* Tracking Method Optical
* Resolution 1000 dpi DPI high-definition invisible tracking engine.
* Supports System Windows XP / Vista / Windows 7 / Windows 8 / Mac OS X 10.4 or higher

Yang anda dapat dari pembelian ini :
1 x Wireless mouse
1 x Nano receiver
1 x AA battery
Garansi Toko 6 Bulan (1 Bulan pertama replace, sisanya service)

Ketentuan Garansi:
- Segel garansi tidak rusak / lepas.
- Kerusakan barang bukan disebabkan oleh kesalahan penggunaan.
- Ongkir klaim garansi ditanggung sepenuhnya oleh pembeli.
- Proses klaim garansi +/- 2 minggu setelah barang sampai kepada kami.",https://id.xiapibuy.com//GENIUS-NX-7000-NX7000-Wireless-Optical-Mouse-ORIGINAL-GARANSI-RESMI-i.217301582.3934760301
73,MOUSE GENIUS DX125,57.000,,,,0,Kuantitastersisa 5 buah,ymcellular,https://id.xiapibuy.com/ymcellular,"KOTA BANDUNG - CICENDO, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Spesifikasi :

Konektor : USB
Resolusi : 1000 dpi optical engine
Support System : Windows 7, 8, 8.1, 10 Mac OS 10.7.4 atau lebih baru, Chrome OS
3 tombol mouse : tombol kiri / kanan, tombol tengah dengan scroll
Panjang kabel : 1.5 m
1000 dpi sensor optik
Memiliki akurasi yang lebih tinggi dibandingkan dengan mouse optik standar
Desain simetris membuatnya besar untuk kedua tangan
Support System : Windows 7, 8, 8.1, 10 Mac OS 10.7.4 atau lebih baru, Chrome OS",https://id.xiapibuy.com//MOUSE-GENIUS-DX125-i.141531136.3932689079
74,keyboard wireless slimstar 8006,260.000,,,,0,Kuantitastersisa 10 buah,alkatrazz,https://id.xiapibuy.com/alkatrazz,"KOTA SURAKARTA (SOLO) - LAWEYAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"keyboard wireless slimstar 8006

paket keyboard wireless genius

1 bulan garansi.",https://id.xiapibuy.com//keyboard-wireless-slimstar-8006-i.257417000.3932687844
75,Terbaik - Mouse Genius USB NetScroll 120 Optical,78.000,,,,0,Kuantitastersisa 17 buah,fahmiwatrendy,https://id.xiapibuy.com/fahmiwatrendy,"KOTA JAKARTA BARAT - GROGOL PETAMBURAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"BUDAYAKAN MEMBACA SEBELUM MELAKUKAN PEMBELIAN
Mouse Genius Usb Netscroll 120 Optical

Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

- Fast respon jam kerja Senin - Jumat pukul 8.00 - 17.00, Sabtu pukul 9.00 - 14.00, Minggu Off
- Mohon mencantumkan warna/gambar/varian pilihan dan cadangannya (jika ada) di kolom pemesanan ya.
 Jika tidak mencantumkan pilihan, maka akan kami kirimkan sesuai stok yang ready!!!
- Pengiriman pada H+1 (malamnya).
- Jika barang yang di pesan kosong dan tidak ada respon selama 1x24 jam maka akan di kirim secara random.
- Periksa kembali NOMOR HP (TELP) & ALAMAT LENGKAP. Guna mempercepat dan memperlancar pengiriman.
- BARANG YANG SUDAH DI BELI TIDAK BISA DI KEMBALIKAN.
- Gudang kita ada di DKI Jakarta, Jawa Timur, Jawa Tengah, Jawa Barat dan lainnya. Jadi pengiriman tidak selalu sesuai alamat toko ini yaaa.. 

*****  MEMBELI = SETUJU    *****",https://id.xiapibuy.com//Terbaik-Mouse-Genius-USB-NetScroll-120-Optical-i.165080400.3932264674
76,[KODE L655] Mouse Genius DX-110,269.000,,,,0,Kuantitastersisa 3 buah,bwarsahtrendy,https://id.xiapibuy.com/bwarsahtrendy,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"WELCOME

Tunggu apa lagi,, Barang Kami READY STOCK, bisa langsung di order.. atau silahkan chat CS untuk memastikan warna / ukuran / variasi yang di inginkan.


Mouse Genius DX-110 dengan kabel usb kualitas terbaik, cocok u/ pemakaian umum perkantoran, sekolah, maupun usaha. 


anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Selamat Berbelanja..!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya 😉
tanggal merah tidak ada pengiriman barang ya kak 😍",https://id.xiapibuy.com//-KODE-L655-Mouse-Genius-DX-110-i.176805210.3929947028
77, Z90 Genius Paketan Keyboard Mouse PS2 KB-C100 ✿✿,162.000,,,,0,Kuantitastersisa 189 buah,luhunmulyo,https://id.xiapibuy.com/luhunmulyo,"KOTA JAKARTA BARAT - KEMBANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"★★★★
Z Genius Paketan Keyboard Mouse Ps2 Kb-C100 - PS2 connection
- Cable length 1.5 m
- Support : Windows,Vista
* Resolution(dpi) : 800 dpi
* Connection Port : PS2
* Color : Black
* OS : Windows 7, 8, 8.1, 10
* Sensor Engine : Optical
* Cable length : 1.5m
* Buttons : Three buttons (left, middle button with scroll wheel, right)
* Both Handed : YES
NB : Mohon untuk melakukan konfirmasi atau memberikan masukan apabila barang sudah diterima pembeli. Terima kasih.
",https://id.xiapibuy.com//Z90-Genius-Paketan-Keyboard-Mouse-PS2-KB-C100-✿✿-i.200050506.3927597250
