Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DSAR26-A900AO21C,DSAR26,/items/DSAR26A900AO21C/000002_1591260601.jpg,/items/DSAR26A900AO21C/000001_1590630769.jpg,羅技Logitech SPOTLIGHT 簡報遙控器-香檳金,"羅技Logitech SPOTLIGHT 簡報遙控器-香檳金\r\n◆ 操作範圍：最遠達30公尺
◆ 支援windows與mac平台
◆ 具備震動提醒的計時器
◆ 快速充電，充1分鐘可進行3小時簡報
◆ 簡易自訂控制項目
◆ 內附充電連接線
◆ 享1年保固

➷質感灰
➷香檳金",2990,2990,,,,,1,0,[],ec
DSAR26-A900AO21J,DSAR26,/items/DSAR26A900AO21J/000002_1591260601.jpg,/items/DSAR26A900AO21J/000001_1590630753.jpg,羅技Logitech SPOTLIGHT 簡報遙控器-質感灰,"羅技Logitech SPOTLIGHT 簡報遙控器-質感灰\r\n◆ 操作範圍：最遠達30公尺
◆ 支援windows與mac平台
◆ 具備震動提醒的計時器
◆ 快速充電，充1分鐘可進行3小時簡報
◆ 簡易自訂控制項目
◆ 內附充電連接線
◆ 享1年保固

➷質感灰
➷香檳金",2990,2990,,,,,1,0,[],ec
DSAR26-A900AKV5T,DSAR26,/items/DSAR26A900AKV5T/000002_1591260601.jpg,/items/DSAR26A900AKV5T/000001_1590373322.jpg,羅技Logitech SPOTLIGHT 簡報遙控器-質感灰,"羅技Logitech SPOTLIGHT 簡報遙控器-質感灰\r\n◆ 操作範圍：最遠達30公尺
◆ 支援windows與mac平台
◆ 具備震動提醒的計時器
◆ 快速充電，充1分鐘可進行3小時簡報
◆ 簡易自訂控制項目
◆ 內附充電連接線
◆ 享1年保固

➷質感灰
➷香檳金",2990,2990,,,,,1,0,[],ec
DCAYF9-A900A5P0Q,DSAR5T,/items/DCAYF9A900A5P0Q/000002_1563422459.jpg,/items/DCAYF9A900A5P0Q/000001_1569980411.jpg,Logitech羅技H800無線耳機麥克風,"羅技H800 無線耳機麥克風\r\n◆可調式旋轉收音桿
◆可折式便於攜帶
◆含藍牙無線功能
◆具雜音消除技術的抗噪音麥克風
◆可連線到電腦、平板裝置及智慧型手機
◆內建等化器
◆長達6小時可充電式耳機麥克風  
◆快速按鍵與開關",2990,2990,,,,,1,0,[],ec
QABE00-A900AHHZT,QABE00,/items/QABE00A900AHHZT/000002_1580878994.jpg,/items/QABE00A900AHHZT/000001_1580878994.jpg,logitech 羅技 G502 LIGHTSPEED 高效能 無線 遊戲滑鼠 電競滑鼠,"❤快速出貨❤　G502 LIGHTSPEED 　　電競滑鼠　\r\n1、使用 usb 2.0 充電 5 分鐘可提供 2.5 小時遊戲遊玩時間
2、powerplay 相容
3、內建記憶體
4、lightsync rgb：2 個區域
5、機械按鍵張力系統
6、mechanical button tensioning system",4990,4990,,,,,1,0,[],ec
QAAJ53-A90068B7R,QABE07,/items/QAAJ53A90068B7R/000001_1478451735.jpg,/items/QAAJ53A90068B7R/000001_1478451735.jpg,【Logitech羅技】K270 無線鍵盤,"【Logitech羅技】K270 無線鍵盤       \r\n◆ 省電設計 
◆ unifying 超小型接收器 
◆ 八個多媒體 multimedia 
◆ 使用範圍可長達 10 公尺",599,599,,,,,1,0,[],ec
DSAR26-A900AN6FP,DSAR26,/items/DSAR26A900AN6FP/000002_1591260601.jpg,/items/DSAR26A900AN6FP/000001_1590373305.jpg,羅技Logitech SPOTLIGHT 簡報遙控器-香檳金,"羅技Logitech SPOTLIGHT 簡報遙控器-香檳金\r\n◆ 操作範圍：最遠達30公尺
◆ 支援windows與mac平台
◆ 具備震動提醒的計時器
◆ 快速充電，充1分鐘可進行3小時簡報
◆ 簡易自訂控制項目
◆ 內附充電連接線
◆ 享1年保固

➷質感灰
➷香檳金",2990,2990,,,,,1,0,[],ec
QABF0Z-A9009LLJ9,QABF0Z,/items/QABF0ZA9009LLJ9/000001_1582479412.jpg,/items/QABF0ZA9009LLJ9/000001_1582479412.jpg,【Logitech 羅技】MK315 無線靜音鍵盤滑鼠組,【Logitech 羅技】MK315 無線靜音鍵盤滑鼠組\r\n特色：無聲鍵盤與滑鼠特色：耐用的鍵盤滑鼠組合有線 無線 藍芽：無線接頭：usb 接收器ncc認証號碼：ccai12lp2050t0特色：舒適的打字與點按特色：可靠的無線連線,949,949,,,,,1,0,[],ec
QABF0Z-A900ANLUV,QABF0Z,/items/QABF0ZA900ANLUV/000001_1589305567.jpg,/items/QABF0ZA900ANLUV/000001_1589305567.jpg,【Logitech 羅技】G102 第二代 RGB 炫彩遊戲滑鼠 (黑),【Logitech 羅技】G102 第二代 RGB 炫彩遊戲滑鼠 (黑)\r\n特色：遊戲等級8000 dpi感應器特色：通過遊戲測試的經典設計特色：最高加速度30g有線 無線：有線適用系統：windows  mac尺寸 重量：116.6x62.15x38.2mm   85g包裝內容：遊戲滑鼠  使用者文件保固年限：2年,699,699,,,,,1,0,[],ec
QAAJ5I-A9006OA3E,QABE0E,/items/QAAJ5IA9006OA3E/000001_1478493405.jpg,/items/QAAJ5IA9006OA3E/000001_1478493405.jpg,Logitech 羅技 MK220無線鍵鼠組,"Logitech 羅技 MK220無線鍵鼠組\r\n◆全尺寸   超節省空間鍵盤設計 
◆2.4 ghz 無線技術 
◆最遠可達 10 公尺使用距離",569,569,,,,,1,0,[],ec
QABF0Z-A9008V5OR,QABF0Z,/items/QABF0ZA9008V5OR/000001_1582479392.jpg,/items/QABF0ZA9008V5OR/000001_1582479392.jpg,logitech 羅技 M590 多工靜音無線滑鼠 黑,【logitech 羅技】M590 多工靜音無線滑鼠 黑\r\n特色：減少90%按擊聲特色：藍牙及unifying 雙聯結flow功能，可跨平台控制有線 無線：無線鍵數：7鍵解析度：1000dpi保固：1年,848,848,,,,,1,0,[],ec
DSAR26-A900AO20V,DSAR26,/items/DSAR26A900AO20V/000002_1589892670.jpg,/items/DSAR26A900AO20V/000001_1589892670.jpg,羅技Logitech R500無線簡報器,"羅技Logitech R500無線簡報器\r\n★型塑專業 一鍵啟動★
★各種作業系統一鍵搞定
★客製化按鍵輕鬆設定
★直覺式操作三鍵搞定
★符合人體工學
★直覺式瀏覽設定",1490,1490,,,,,1,0,[],ec
QABF0Z-A9008V5JP,QABF0Z,/items/QABF0ZA9008V5JP/000001_1582479395.jpg,/items/QABF0ZA9008V5JP/000001_1582479395.jpg,logitech 羅技 M590 多工靜音無線滑鼠 灰,【logitech 羅技】 M590 多工靜音無線滑鼠 灰\r\n特色：減少90%按擊聲特色：藍牙及unifying雙聯結特色：flow功能，可跨平台控制有線 無線 藍芽：無線接頭 鍵數：7鍵解析度：1000dpi保固：1年,848,848,,,,,1,0,[],ec
QABF0Z-A900AH26K,QABF0Z,/items/QABF0ZA900AH26K/000001_1592819359.jpg,/items/QABF0ZA900AH26K/000001_1592819359.jpg,【Logitech 羅技】K380 超薄跨平台藍牙鍵盤(白)+M350 鵝卵石無線滑鼠(白),【Logitech 羅技】K380 超薄跨平台藍牙鍵盤(白)+M350 鵝卵石無線滑鼠(白)\r\n羅技 3580 超薄跨平台藍牙鍵盤(白)羅技 m350 鵝卵石無線滑鼠(白),1380,1380,,,,,1,0,[],ec
QABE00-A9009E6I5,QABE00,/items/QABE00A9009E6I5/000002_1580879551.jpg,/items/QABE00A9009E6I5/000001_1580879551.jpg,【logitech 羅技】G903 LIGHTSPEED 專業電競級 有線 無線 遊戲滑鼠,"❤快速出貨❤　G903 LIGHTSPEED　　有線/無線 電競滑鼠　\r\n1、lightspeed 無線技術
2、最精確光學感應器
3、輕盈的構造
4、雙手可用設計
5、省電技術
6、有線和無線
7、相容於powerplay™ 無線充電系統
8、可自訂重量
9、獨家時脈調校技術
10、機械式樞軸按鈕設計
11、內建記憶體
12、11個可自訂按鍵
13、可自訂rgb背光
14、可自訂dpi設定",5490,5490,,,,,1,0,[],ec
QABE07-A9009F3B9,QABE07,/items/QABE07A9009F3B9/000002_1542349316.jpg,/items/QABE07A9009F3B9/000001_1542349316.jpg,【logitech 羅技】G213 PRODIGY RGB 電競鍵盤,"❤快速出貨❤　G213 PRODIGY　　電競鍵盤　\r\n1、具備多鍵輸入功能的效能調整鍵
2、清晰明亮的 rgb 背光區域
3、防潑濺，經久耐用
4、一體式掌墊和調整型腳架
5、專用媒體控制鍵
6、可使用羅技遊戲軟體進行自訂",1190,1190,,,,,1,0,[],ec
QABF0P-A9009GYBA,QABF0P,/items/QABF0PA9009GYBA/000001_1590392457.jpg,/items/QABF0PA9009GYBA/000001_1590392457.jpg,Logitech 羅技 BRIO 4K HD 視訊會議 網路攝影機,【Logitech 羅技】 BRIO 4K HD 視訊會議 網路攝影機\r\n特色：隨附具備 hdr 之 rightlight? 3 的 4k ultra hd 網路攝影機特色：使用 4k hd 擷取每一處細節任何光線條件下更優異的影像輕鬆增強安全性控制視覺環境,6799,6799,,,,,1,0,[],ec
QABE00-A9009E6HU,QABE00,/items/QABE00A9009E6HU/000002_1542348991.jpg,/items/QABE00A9009E6HU/000001_1542348991.jpg,【logitech 羅技】G PRO HERO 有線電競滑鼠,"❤快速出貨❤　G PRO HERO　　電競滑鼠　\r\n1、hero 16k 感應器
2、經典的電子競技外型
3、機械按鍵張力系統
4、電子競技連接線
5、6個可自訂按鍵
6、lightsync rgb
7、5個內建記憶體設定檔
8、持久的效能",2290,2290,,,,,1,0,[],ec
QABF0Z-A9008V5IF,QABF0Z,/items/QABF0ZA9008V5IF/000001_1582481488.jpg,/items/QABF0ZA9008V5IF/000001_1582481488.jpg,Logitech 羅技 MK220 無線鍵鼠組,【logitech 羅技】MK220 無線鍵鼠組\r\n接頭型式：usb有線 無線：無線保固：3年,569,569,,,,,1,0,[],ec
QABE00-A9009E6EV,QABE00,/items/QABE00A9009E6EV/000002_1542348928.jpg,/items/QABE00A9009E6EV/000001_1542348928.jpg,【logitech 羅技】PRO 無線 電競滑鼠,"❤快速出貨❤　PRO　　無線 電競滑鼠　\r\n1、hero 感應器
2、lightspeed 無線技術
3、極致輕巧
4、6個可自訂按鍵
5、lightsync rgb
6、內建記憶體
7、機械按鍵張力系統
8、持久的效能",4990,4990,,,,,1,0,[],ec
QABF0Z-A9009ZQSL,QABF0Z,/items/QABF0ZA9009ZQSL/000001_1582479415.jpg,/items/QABF0ZA9009ZQSL/000001_1582479415.jpg,【Logitech 羅技】K380 多工藍芽鍵盤(珍珠白),【Logitech 羅技】K380 多工藍芽鍵盤(珍珠白/中文)\r\n特色：簡易操作 輕鬆切換多平台特色：easyswitch有線 無線：無線連線類型：藍牙3.0連接★此裝置沒有含藍牙接收器必須另購特色：熟悉的按鍵配置特色：便攜輕巧設計無線接收範圍：10 公尺 (30 英呎)保固：1年,990,990,,,,,1,0,[],ec
QABF0Z-A9009ZQS2,QABF0Z,/items/QABF0ZA9009ZQS2/000001_1582479417.jpg,/items/QABF0ZA9009ZQS2/000001_1582479417.jpg,【Logitech 羅技】K380 多工藍芽鍵盤(玫瑰粉),【Logitech 羅技】K380 多工藍芽鍵盤(玫瑰粉/中文)\r\n特色：操作簡單、輕鬆切換各平台特色：easyswitch特色：熟悉的按鍵配置特色：便攜輕巧設計有線 無線：無線藍牙類型：藍牙3.0連接★此裝置沒有含藍牙接收器必須另購無線接收範圍：10 公尺 (30 英呎)保固：1年,990,990,,,,,1,0,[],ec
QAAJ54-A900688O8,QABE00,/items/QAAJ54A900688O8/000001_1478451434.jpg,/items/QAAJ54A900688O8/000001_1478451434.jpg,【Logitech羅技】M235無線滑鼠 灰色Unifying,"【Logitech羅技】M235無線滑鼠 灰色Unifying   \r\n◆ 羅技 unifying 接收器 
◆ 電池使用最長達12個月",399,399,,,,,1,0,[],ec
